"id","userId","searchDate","networkCount","caseNumber","offenseType"
"952ccb79-c424-4249-addd-d4d6872d3f48","***","2026-07-10T14:53:53.219Z","2","26-5839","Assault/Battery Offenses (Domestic)"
"6e5ff651-f47c-47de-9636-3a03689474d6","***","2026-07-10T15:22:25.480Z","1","26-6416","Sex Offenses"
"c6fa2937-2aca-47d3-a376-4b4d04dfb7b5","***","2026-07-10T16:09:40.152Z","376","24-6416","Sex Offenses"
"30ebad73-5c38-4fce-9310-cefdde7b0e0b","***","2026-07-10T18:08:26.013Z","2","26-6409","Missing/Endangered Person/Runaway"
"e1ba4489-ae6f-47d5-85af-6ea94284be8c","***","2026-07-10T20:00:57.330Z","377","26-6425","Stolen Property Offenses"
"61321eda-917a-491b-8409-3f538197b479","***","2026-07-10T22:07:23.832Z","607","2607100148","Motor Vehicle Theft/Stolen"
"1877f58b-a23b-4c18-aa6e-ecbf0e8a4089","***","2026-07-10T23:28:17.854Z","377","26-6430","Missing/Endangered Person/Runaway"
"11158b1f-8e6d-4cdc-b2be-a56ae8a55e8e","***","2026-07-11T04:48:29.791Z","377","2607100231","Motor Vehicle Theft/Stolen"
"fed0c86d-1eb1-4e2a-a742-b9f2c03c20d8","***","2026-07-11T05:16:17.761Z","2","2607100231","Larceny/Theft Offenses"
"16889384-ee21-4878-9694-fb86accf2e3f","***","2026-07-11T06:57:54.541Z","377","26-6440","Destruction/Damage/Vandalism of Property"
"412fd0bc-9a95-4c86-998c-03584ec46c68","***","2026-07-11T07:01:05.892Z","2","26-6442","Kidnapping/Abduction"
"c9416c0a-ba60-413d-8f07-05214bd62e63","***","2026-07-11T10:37:57.133Z","377","26-6442","Missing/Endangered Person/Runaway"
"73863d25-efe5-4a1f-9916-b33d99baca66","***","2026-07-11T15:28:33.039Z","2","26-6442","Welfare Check"
"6b9d5e7a-75bc-406e-ab7a-94ec14d7becb","***","2026-07-11T18:14:14.510Z","377","26-6212","Motor Vehicle Theft/Stolen"
"2fd2f9fd-0224-4f0b-a788-9f3a47f79df7","***","2026-07-11T23:32:21.708Z","377","26-0001","Motor Vehicle Theft/Stolen"
"7e3505a7-36a1-4388-bb36-0ca3997ff9fa","***","2026-07-12T00:04:06.577Z","377","26-6235","Motor Vehicle Theft/Stolen"
"48aeb9af-12c8-4b8c-95d5-1a64228d6b43","***","2026-07-12T15:57:44.894Z","377","26-0001","Motor Vehicle Theft/Stolen"
"7effb416-aec2-42e3-b3a4-bace0f1eb4d0","***","2026-07-12T17:35:01.907Z","377","Warrant subject","Weapons Offense (Guns/Shots Fired)"
"b944835c-9ea9-4aa2-8abf-e105abf74b37","***","2026-07-12T20:36:11.154Z","377","26-6479","Motor Vehicle Theft/Stolen"
"e7ab73ed-e667-41e1-a0fd-38ee99ab02a5","***","2026-07-12T22:21:38.224Z","2","26-0001","Assault/Battery Offenses"
"b9d67cef-e749-4b2b-b5b3-13bafe1f48c1","***","2026-07-13T00:18:09.727Z","2","26-0001","Assault/Battery Offenses"
"c383158f-493f-498c-bd3a-6169e2594302","***","2026-07-13T05:29:36.126Z","376","BPD 26-2971","Burglary/Breaking & Entering"
"1f16eb49-45ec-481f-a2dc-82e18efa4b61","***","2026-07-13T22:17:29.845Z","376","26-6416","Sex Offenses"
"a32d1991-5b18-4cc1-b0a2-36a971c00281","***","2026-07-13T22:58:26.463Z","376","26-999999","Motor Vehicle Theft/Stolen"
"b31fb458-539e-4124-8210-8d35bd71f135","***","2026-07-13T23:21:39.477Z","377","2607130166","Motor Vehicle Theft/Stolen"
"5e46db22-dfb9-464a-bc46-25fcc94b20ee","***","2026-07-14T00:48:31.463Z","377","2607130181","Weapons Offense (Guns/Shots Fired)"
"c15c98fe-1ce8-4505-928a-b09fac9f0451","***","2026-07-14T13:39:04.113Z","376","26-5629","Robbery"
"1b9cfb94-b6b9-40b5-8522-05ce31d5d768","***","2026-07-14T14:55:05.870Z","377","26-0001","Motor Vehicle Theft/Stolen"
"c1952d18-a769-4017-8e03-95e21575dcd3","***","2026-07-14T15:46:03.990Z","377","26-5241","Destruction/Damage/Vandalism of Property"
"56071f0c-196f-4e4b-b60c-29895d5b6b25","***","2026-07-14T16:21:08.712Z","376","26-5241","Destruction/Damage/Vandalism of Property"
"32be7231-1ddd-4da5-ab1b-c64a0f372aaa","***","2026-07-14T17:44:42.535Z","376","2607140080","Assault/Battery Offenses (Domestic)"
"3bf9352c-cd1a-4e43-be3d-7bef5c4997d7","***","2026-07-14T18:38:52.042Z","377","26-6126","Assault/Battery Offenses"
"f9e2b6e8-ca45-4e7e-a794-75e5e9423403","***","2026-07-15T02:32:22.859Z","2","25-6562","Weapons Offense (Guns/Shots Fired)"
"b4ece734-67ab-4b39-80a5-204c121c9723","***","2026-07-15T02:33:41.812Z","377","26-6562","Weapons Offense (Guns/Shots Fired)"
"dae5a48d-fe0a-4b7e-bb4b-1233e9fa6040","***","2026-07-15T05:55:07.149Z","375","26-3654","Larceny/Theft Offenses"
